Exporter Name,transaction_count,years_active,months_active,countries_served,drug_substances_shipped,sku_variants_shipped,total_fob_inr,city,exporter_address,avg_monthly_shipments,reliability_score
INNEATE HUB PRIVATE LIMITED,19,1,3,1,1,13,8325000.0,"MUMBAI,MAHARASHTRA ","C-202,RUSTOMJEE ELANZA,OFF LINK RO AD,MALAD WEST",6.33,45.8
COLORBAR COSMETICS PRIVATE LIMITED,8,1,2,1,1,4,8322028.52,NEW DELHI-110065 ,"4, COMMUNITY CENTRE, NEW FRIENDS COLONY,",4.0,100.0
DUPEN LABORATORIES PRIVATE LIMITED,8,2,5,1,1,5,8291385.0,"SANTACRUZ(W), MUMBAI, MAHARASHTRA ","DHEERAJ HERITAGE, 44A, 5TH FLOOR, S.V. ROAD, NEAR BEST DEPOT",1.6,64.1
FAKAE INTERNATIONAL,22,2,3,1,1,13,8254420.03,AMBALA CANTT. HARYANA ,"103, THE MALL",7.33,63.8
JAISWAL MEDICAL AGENCY,2033,2,17,1,8,631,8253990.930379175,"ALIPURDUAR,WEST BENGAL ","H.M.D ROAD, JAIGAON,",119.59,48.2
INTERMED,4,1,2,1,1,2,8226000.0,MUMBAI.        MAHARASHTRA,"A/3, TODI INDUSTRIAL ESTATE, SUNMILL COMPOUND, LOW",2.0,100.0
SIDDHA SANMARGA ENTERPRISES,40,2,7,1,1,27,8222127.42,"COTTON GREEN, MUMBAI ","112 MILAN INDUSTRIAL ESTATE, NEAR ABHUDAYA NAGAR, BLDG NO.12,",5.71,49.5
JAINKOCH CORPORATION,57,2,4,1,3,41,8219126.38,"CALCUTTA ,WEST BENGAL ",14 PORTUGUESE CHURCH STREET IST FLOOR,14.25,56.1
DELTASPHARMA INDIA PRIVATE LIMITED,6,2,3,4,1,5,8210803.0,"THANE,MAHARASHTRA ","1 TO 5, 2ND FLR, SUNVILLA, SHREEJI ,ARCADE, PANCHPAKHADI, MUMBAI",2.0,66.7
AHADAL PHARMA,457,2,9,2,10,161,8205062.553983897,KALPETTA,"DOOR NO: 13/707-2, ANAPPARA BUILDINGNEAR LEO HOSPITAL, KALPETTA POST, WAYANAD",50.78,37.8
HECURE HEALTH CARE PRIVATE LIMITED,22,1,2,2,4,10,8203178.61,"BURARI,DELHI ","PLOT NO.229/230,H.NO.248,ROAD NO-8BUTTERANCHAL ENCLAVE,KAMALPUR",11.0,100.0
RIDHANYA WHOLESALES AND OPTICALS,95,2,8,1,20,87,8199797.67,"COIMBATORE,TAMIL NADU ","43, MARUTHACHALAM STREET,RAMANATHA PURAM",11.88,63.3
CIEL PHARMA PRIVATE LIMITED,59,1,3,2,7,59,8180541.920760959,"LUCKNOW,UTTAR PRADESH ","647 A/07, GODIYAN PURWA JANKIPURAM ,JANKIPURAM, LUCKNOW",19.67,67.2
BHANDARI HOMOEOPATHIC LABORATORIES,58,2,6,5,1,34,8154981.99,"ROAD FARIDABAD ,HARYANA ",14TH MILE STONE D.L.F. INDL.ESTATENO-1 P.O. AMAR NAGAR DELHI MATHURA,9.67,49.9
RHB PHARMA LLP,2,1,2,1,1,2,8152000.0,Ahmedabad,"13,MILL OFFICERS COLONY ,LA-GAJJAR CHAMBER , BEHIND OLD RBI, ASHRAM ROADAHMEDABAD.",1.0,100.0
AUMANSH MULTI VENTURE PRIVATE LIMITED,2,1,2,1,1,2,8151458.48,GURGAON,"874, SEC-15, PART-2GURGAON, HARYANA,",1.0,100.0
PRECISE CHEMIPHARMA P LTD,7,2,5,1,2,7,8136037.5,"MUMBAI ,MAHARASHTRA ","MALVA,UNIT NO.108,PATANWALA ESTATE,L.B.S. MARG, GHATKOPAR WEST,",1.4,71.9
NEGOCIO MEDI LLP,55,1,3,1,4,52,8135000.0040695695,MUMBAI,"F 40, ZOOM PLAZA METER, ROOM NO.1, L.T.ROAD,OPP. GORAI BUS DEPOT, BORIVALI WEST",18.33,53.9
AQUALAB FHARMACUTICS,5,1,1,1,3,5,8126118.54,,,5.0,100.0
SANGAM HERBALS,14,1,3,1,1,12,8121000.0,DELHI ,B-53/D GROUND FLOOR DILSHAD COLONY,4.67,61.8
P B INTERNATIONAL,118,1,2,2,3,106,8108000.0,DELHI,"BASEMENT FLOORHOUSE NO-1861, OUTRAM LINE, NORTH DELHI, DELHI",59.0,73.6
Brulon International,63,2,8,8,1,39,8091956.11,VALSAD/GUJARAT ,"C/1, B/908, G.I.D.C. GUNDLAV",7.88,54.1
Meridian Life Care,49,2,9,1,1,25,8085999.9,delhi,29PATPARGANJ INDUSTRIAL AREA,5.44,65.8
OM SAI PHARMA PACK,31,2,6,2,4,30,8079068.0,NEW DELHI ,C-1/30 JANAKPURI,5.17,57.2
BIOGRADE ORGANICS PRIVATE LIMITED,19,2,9,3,3,15,8070633.59,LUDHIANA,HOSIERY COMPLEXNRO NOORWALA ROAD,2.11,55.5
MEDIHELP HEALTHCARE PRIVATE LIMITED,3,1,2,1,1,3,8062000.0,NEW DELHI ,"6052/1,D-6, VASANT JUNJ",1.5,68.0
AYUKALP UAP PHARMA PRIVATE LIMITED,88,2,8,5,1,78,8059960.915246352,"VILL:MORAIYA, TAL:SANAND, AHMEDABAD","MAHA GUJARAT INDUS. ESTATE, PLOT NO423/98-A/988, SARKHEJ KAWALA RD,",11.0,66.7
MEDIBEX LIFESCIENCES,8,1,2,1,1,1,8057999.63,Jagadhri,"NEAR MADHU HOTEL, SHOP NO 3, WAKA D A V MARKET TEHSIL JAGADHRI,YAMUNANAGAR, HARYANA",4.0,100.0
MEDISTA LIFECARE,185,2,6,2,13,140,8057068.392623176,"ANAND,GUJARAT ","3 BUNGLOWS NAVRANG SOCIETY,MOGRI R OAD MOGRI",30.83,36.8
EK-TEK PHARMA,271,2,12,7,1,158,8033732.64,LUDHIANA ,"K-2, TEXTILE COLONY, INDUSTRIAL AREA-A",22.58,47.7
MEHA CHEMICALS,23,1,8,7,1,12,8027000.0,"MUMBAI, MAHARASHTRA ","CORAL PARK, 1ST FLOOR,AAAREY ROAD, GOREGAON (EAST)",2.88,55.0
NEISS LABS LIMITED,8,2,4,2,3,6,8021583.37,VARANASI ,"D.64/52 K , MADHOPUR SIGRA",2.0,63.4
BIOVEN INGREDIENTS,7,1,1,2,1,4,8014999.999999999,GREATER NOIDA,UPSIDC INDUSTRIAL AREA K-232 SITE 5KASNA GREATER NOIDA,7.0,100.0
PROWESS CARE,31,2,6,2,1,25,8012439.99,,"1/18, SHREEKUNJ FLATS, NR. VIR DAIRRANNAPARK,",5.17,64.4
ENNAR EXPORTS,9,1,3,1,1,9,8011000.0,"MUMBAI KANDIVALI EAST,MAHARASHTRA ","2305/6 SHIVALAYA TOWER 23 FLR 90, FT ROAD THAKUR COMPLEX",3.0,63.4
UMANG GLOBAL GROUP PRIVATE LIMITED,8,2,5,2,2,6,8004979.41,Mumbai,"FLT NO-410, BLDG NO 21, SAMARTH ANGAN-IMILLAT NAGAR, SEC-III, INDRA DARSHAN , ANDHERI WEST",1.6,74.5
B.C. IMPEX,265,2,11,1,4,171,8001264.95,FAIZ ROAD KAROL BAGH NEW DELHI ,"16/194, GALI NO.7 GROUND FLOOR",24.09,55.9
ELEGANT INDIA,12,2,5,1,1,12,7998840.27,AHMEDABAD/GUJARAT ,"502, SHREEJI CHAMBERS, NEAR CARGO MOTORS, C.G.ROAD,",2.4,67.8
TMR FINO GLOBAL,117,2,5,2,4,69,7994554.6,Bangalore,"138/C, 1ST H CROSS, 3RD STAGESHRADHA COLONY, BASAVESHWARANAGAR",23.4,58.8
VIPHA PHARMA INTERNATIONAL,140,1,2,1,2,108,7972756.92,,N/AN/A,70.0,89.2
ONCO INDIA INTERNATIONAL,161,2,7,2,14,113,7963819.17,SURAT,"303, 3RD FLOOR, ROYAL SQUARE, NEAR MAHARAJA FARM, UTRANNULL",23.0,39.9
RAJ ANAND MEDIFABS,53,2,9,1,1,23,7962812.28,VARANASI U.P. INDIA ,"C- 27/273 BLOCK A , CHETGANJ MALDAHIA",5.89,58.7
BABAS CIMPEX EXPORTS,25,2,4,1,1,5,7953051.33,"DEPOT, GOREGAON WEST, MUMBAI ,MAH. ","B-27, OSHIWARA INDL. CENTRE, GOREGAON LINK RD, OPP.OSHIWARA BUS",6.25,64.1
FOREMONIX RESOURCES PRIVATE LIMITED,4,1,2,1,1,3,7929504.97,New Delhi,"4TH FLOOR, UNIT NO. 406, NDM-2, PLOT NO. D-1, 2, 3NETAJI SUBHASH PLACE, PITAMPURA",2.0,100.0
ULTRA CARE INTERNATIONAL,11,1,1,1,4,11,7923000.0,RAJKOT/GUJARAT ,"AMI VARSHA, 1ST FLOOR, LAXMI NAGAR MAIN ROAD CORNER,",11.0,100.0
LORD LIFE CARE,11,2,4,1,1,11,7896810.3,"AHMEDABAD,GUJARAT ","57 BLK NO 9 A PAIKI KHATA NO 1629, SILVER INFRA HUB OPP GAGAN HTL",2.75,68.6
NISCHI LIFESCIENCES,28,2,11,7,5,23,7862838.0,"AHMEDABAD, GUJARAT, INDIA. ","141/142, MAHA GUJ. INDU.ESTATE,OPP:ESDEE PAINTS,MORIYA,TAL:SANAND,",2.55,59.2
TIMETECH LIFESCIENCES LIMITED,5,1,2,1,2,3,7856000.0,"HYDERABAD,TELANGANA ","H.NO. 8-3-981/2, FLAT NO. 404,B-BLKAMBIENCE AVENUE,SRINAGAR COLONY",2.5,78.0
ROSE MEDICARE PRIVATE LIMITED,176,2,14,1,3,115,7854721.61,"KOLKATA,WEST BENGAL ","OFFICE NO.114, 1ST FLOOR,HAUTE STR EET, 86A TOPSIA ROAD, SOUTH KOLKAT",12.57,54.3
PHARMAMED ESTABLISHMENT,71,2,13,3,1,51,7850758.08,"HYDERABAD, AP. ","H.NO. 8-1-402/221, GULSHAN COLONY, SHAIKPET,",5.46,72.6
QUICKLAB SERVICES PRIVATE LIMITED,267,2,16,15,3,145,7849322.88,Chennai,"NO.31,KUPERAN NAGAR,T.P NAGARPALLIKARANAI",16.69,48.2
KALPDRUM ENTERPRISES,131,2,11,2,20,129,7840541.29020874,"WADALA (EAST), MUMBAI, MAHARASHTRA ","B-336, ANTOP HILL WAREHOUSING COMPLEX, VIDYALANKAR COLLEGE MARG,",11.91,54.0
MDC PHARMACEUTICALS LIMITED,17,2,9,1,3,15,7812556.36998165,CHANDIGARH. ,"52, INDUSTRIAL AREA, PHASE-I,",1.89,70.7
BEAUKEV PHARMA INTERNATIONAL PRIVATE LIMITED,10,1,2,1,3,6,7810022.368128566,"NAVI MUMBAI,MAHARASHTRA ","D-619, 4TH FLOOR,,VASHI PLAZA, SEC TOR-17, VASHI,",5.0,54.1
HERBICINE,144,2,20,3,1,41,7809048.589919157,"CHEMBUR MUMBAI,MAHARASHTRA ","SHOP NO S-3, MHADA BUILDING NO 1-B ,SAHARKAR NAGAR,",7.2,66.6
V. S. HEALTHCARE,67,1,5,2,5,44,7798000.0,"ELLISBRIDGE, AHMEDABAD ","3, MAHAKANT COMPLEX, OPP- KAPADIYA GUEST HOUSE,NR. V S HOSPITAL,",13.4,77.4
ASTONEA LABS PRIVATE LIMITED,25,1,1,1,19,25,7795000.0,"CHANDIGARH,CHANDIGARH ","BAY SHOP NO. 41,SECTOR 15 D",25.0,100.0
SNEHAL PHARMA & SURGICALS PRIVATE LIMITED,47,1,2,1,12,47,7783544.241026352,NAGPUR (M.S.) ,"32, MAYURESH APTS., SARASWATI VIHARTRIMURTY NAGAR,",23.5,50.2
DASS SURGICALS,137,2,10,1,2,59,7779506.452623176,"JODHPUR,RAJASTHAN ","1ST FLOOR,OPP MAHATMA GANDHI HOSPI TAL",13.7,36.8
RIDENT DENPRO PRIVATE LIMITED,44,2,4,2,1,42,7762704.99,"JODHPUR,RAJASTHAN ","PLOT NO 600-B 10TH B ROAD,SARDARPU RA",11.0,52.1
SALVE PHARMACEUTICALS PRIVATE LIMITED,78,2,15,4,2,66,7742127.872799236,DELHI ,"201-202, WP -504, R.K. HOUSE SHIV MARKET, WAZIRPUR",5.2,59.7
RATNA BIOPHARMS,7,1,4,1,1,5,7741000.0,NEW DELHI,"I-123, FIRST FLOORBLK-I, ASHOK VIHAR, PHASE-1",1.75,53.8
HEALTH CARE FORMULATIONS PRIVATE LIMITED,21,2,5,4,6,19,7726161.588128566,BARODA ,"C/8, SARDAR ESTATE AJWA ROAD",4.2,61.0
MedPro Inc,9,2,4,1,1,9,7723500.0,DELHI,"74 SANT NAGAREAST OF KAILASH, CONTACT NO: 9910184488",2.25,64.1
GUDHKA BROTHERS,142,2,7,2,2,132,7720768.38,BOMBAY ,57 COMMERCIAL CHAMBERS YUSUF MEHERALI RD*MUSJID BUNDER RD,20.29,46.1
MEGHDOOT PHARMA,33,2,7,5,1,14,7708364.87,"MUMBAI ,MAHARASHTRA ","GODOWN NO.3,UDYOG MANDIR NO.1 PITAMBER LANE, MAHIM WEST,",4.71,62.2
ALCHEM INTERNATIONAL PRIVATE LIMITED,2,1,1,1,1,2,7695797.0,NEW DELHI ,"301, AVALON APARTMENTS,MEHRAULI GURGAON ROAD,MANGLAPURI,",2.0,100.0
LEXICARE PHARMA PRIVATE LIMITED,12,1,1,1,2,12,7686000.0,"SURAT,GUJARAT ","B 36 1ST FLR PURVI SOCIETY 1,STREE T 4 HIRABAUG VARACHHA ROAD",12.0,100.0
VOLPO LIFE SCIENCES PRIVATE LIMITED,11,1,1,1,8,11,7676000.0,NEW DELHI ,"J-57, RAJ;OURI GARDEN",11.0,100.0
EUROASIA GLOBAL,10,1,1,1,1,5,7675800.0,,N/AN/A,10.0,100.0
NUMERONE PHARMA PRIVATE LIMITED,18,2,6,3,6,17,7673048.53,"BANDRA EAST,MAHARASHTRA ","HALL MARK BUSINESS PLAZA,,5TH FLOO R, S. D. MARG,",3.0,65.9
Darsh Products,7,1,1,1,2,7,7670152.641285656,Ullhasnagar,"OFFICE NO-120, 1ST FLOORSAI WORLD LEGEND, NEAR SHAHAD RAILWAY STATION",7.0,100.0
MADHUVAN HERBALS,28,1,1,1,1,28,7668000.0,KODAIKANAL TAMILNADU ,"17/361/1,FERN HILL ROAD",28.0,100.0
HOLISTIC HERBALIST PRIVATE LIMITED,29,2,4,2,2,29,7634474.4,SAHIBABAD GHAZIABAD ,"FLAT NO GF-2 PLOT NO 1/22 RAJ ARCADE, SECTOR-5, RAJENDRA NG.",7.25,49.9
VAQURE REMEDIES,26,2,4,3,1,15,7624667.65,AMBALA,"270/227, BLOCK-9, WARD-11MODEL TOWN",6.5,59.4
AR LIFESCIENCES,8,1,2,2,4,8,7605000.0,GANDHINAGAR,"819/B, INDUSTRIAL AREARAKANPUR TALUKA, KALOL",4.0,58.6
OCEANIC PHARMACHEM PRIVATE LIMITED,4,2,4,2,2,4,7591000.0,"ANDHERI EAST,MAHARASHTRA ","D/607 SAHAR PLAZA, BLDG-3, A TO H, ,WINDFALL,NR METRO STATION, CHAKALA",1.0,100.0
MIRACLE ENTERPRISES,105,2,17,1,1,31,7590370.17,LUDHIANA,H.NO.B-IV-1480 MOHALLA NEAR KATRANAUHARIA DARESI ROAD LUDHIANA CONTACT NO: 919915561107,6.18,65.3
SEASCOPE EXPORTS,63,2,18,1,1,55,7564441.685540697,"MUMBAI, MAHARASHTRA ","158/33 LAXMI INDL ESTATE NEW LINK ROAD,ANDHERI WEST,",3.5,59.0
SWASTIK PHARMACEUTICALS,11,1,3,2,5,9,7549000.0,"MUMBAI ,MAHARASHTRA ","C/28, BHANU PARK, J.A.ROAD, KANDIVALI WEST,",3.67,59.3
VODAWELL PHARMA PRIVATE LIMITED,8,1,3,2,4,6,7531303.48,,N/AN/A,2.67,56.2
RITES SALES CORPORATION,47,2,8,1,1,12,7518183.16,"KHANNA,PUNJAB ","KOTHI NO 31, GURU ANGAD DEV NAGAR, AMLOH ROAD",5.88,46.7
YEGAM PHARMA,2305,2,16,1,16,1074,7511731.899833411,CHENNAI,S3 2ND FLOORNO.147 EAST MAIN ROAD SANKAR NAGAR PAMMAL,144.06,58.9
STERICOTT HEALTHCARE,34,2,7,1,1,26,7508300.21,"DHOLAKUVA,GUJARAT ","15-16 JAY PRABHU INDUSTRIAL ESTATE ,MANSA-DHOLAKUVA ROAD, DHOLAKUVA",4.86,55.0
OLITA SCIENTIFIC WORKS,17,2,7,3,1,11,7507807.71,"MUMBAI, MAHARASHTRA ","15,RATNA JYOT INDUSTRIAL ESTATE IRLA LANE,VILE PARLE WEST",2.43,56.1
AMICO FORMULATIONS LLP,2,1,1,1,1,2,7462100.743,COLABA,3 GROUND FLOOR 13FERN HOUSE BEST MARG ELECTRIC HOUSE,2.0,100.0
APEX HEALTHCARE LIMITED,1,1,1,1,1,1,7458780.0,,PLOT NO 4710 GIDC ESTATE ANKLESHWAR,1.0,100.0
DR. MILTONS LABORATORIES PRIVATE LIMITED,12,1,1,1,4,6,7448738.66,CHENNAI ,"NO.2, MADHAVAN NAIR STREET, MAHALINGAPURAM,",12.0,100.0
EDEN OVERSEAS,22,2,6,1,4,21,7438557.0,NEW DELHI,"FIRST FLOOR, 2ND CABIN B-133DDA SHEDS, OKHLA INDUSTRIAL AREA PHASE 1,",3.67,46.5
ZADIP PHARMA,14,1,2,1,3,14,7430000.0,Ahmedabad,B 401 SUMEL BUSINESS PARK7 RAKHIYALAHMEDABAD CONTACT NO: 919998990578,7.0,45.2
G M H ORGANICS,4,1,3,2,2,4,7429546.73,,"VILLAGE KUNJHAL, JHARMAJRI, OPP.WOCKOHART, BADDI,",1.33,69.8
SURAJ HEALTH INFOTECH AND PRODUCTS,79,2,7,3,2,59,7428480.49,"SQUARE KARVE RD. KOTHRUD,PUNE/MAH ","SURAJ G. MARDA) RANGALI APPARTMENTSS.R.NO.147/12,13 KARVE STATUE",11.29,61.5
LEDERDAY PHARMA,75,2,3,2,5,28,7422699.05,NEW DELHI,"B-32/70, RAMA ROAD INDUSTRIAL AREAMOTI NAGAR CONTACT NO: 919953778518",25.0,48.7
PRIHAAN PHARMACEUTICAL PRIVATE LIMITED,6,1,1,1,1,6,7403342.25,AHMEDABAD,408 4TH FLOOR THE EMPORIO BY KUNJOPP 4D SQUARE VISAT GANDHINAGAR HIGHWAY SABARMATI,6.0,100.0
AYUROGENA,2,1,1,1,1,2,7402606.2,SAHARANPUR/U.P.,"2297,SHIVAJI NAGAR,DELHI ROAD,CONTACT NO: 9837607015",2.0,100.0
INDIAN GLOBALSTORE,1479,2,19,3,2,469,7390737.356825043,MUMBAI,"1A 803, KALPAVRUKSH GARDEN,NEW LINK ROAD, KANDIVALI WEST",77.84,58.7
HERBA NEUVA IMPEX PRIVATE LIMITED,11,2,4,1,1,9,7386903.7,"BANDRA-EAST, MUMBAI ","SHOP NO. 4, PRAJAKTA, GROUND FLOOR,NIRMAL NAGAR, KHERWADI ROAD,",2.75,64.7
VISION PHARMACEUTICALS,4,2,4,2,2,3,7377072.0,"SECTOR 19A,NERUL(E)NAVI MUMBAI ","SHOP NO.F-01,A 42,CENTURION SHOPPI-ING SHOP COMPLEX,PLOT NO.88-91,",1.0,100.0
ALLASTIR PRIVATE LIMITED,26,2,5,2,4,16,7356834.67,"CHENNAI,TAMIL NADU ","P NO12,SHED NO.9A,SIDCO INDUSTRIAL ,ESTATE VICHOOR MANALI NEW TOWN",5.2,63.8
WESTEND CORPORATION PRIVATE LIMITED,61,2,13,3,1,34,7331107.93,NEW DELHI ,"B-106, OKHLA PHASE-I, INDUSTRIAL AREA",4.69,59.7
NEBULA SURGICAL PRIVATE LIMITED,26,2,4,3,1,22,7330906.78,"ROAD, RAJKOT, GUJARAT ","PRAMUKH SWAMI ARCADE,NR.BOSS DIGI- TAL COLOR LAB,MALAVIYA RD.,YAGNIK",6.5,43.5
HOPE PHARMACEUTICALS,9,2,2,1,1,6,7327432.01,"MODEL TOWN, JALANDHAR ","29, RAVINDER NAGAR EXTN. NEAR CITIZEN COOP BANK,POST OFFICE",4.5,86.4
ASPO PHARMACEUTICALS LLP,13,1,1,1,5,13,7319000.0,BADDI,PLOT NO 10 INDUSTRIAL AREA BHATOLIKALAN TEHSIL BADDI DISTT SOLAN CONTACT NO: 919416250082,13.0,100.0
PRAJ LIFESCIENCE LLP,29,1,2,1,5,10,7308013.998276238,NAVI MUMBAI,"UNIT NO. DG-6/PKG-6,PLOT NO. 11, SECTOR-19D",14.5,47.1
GLINT COSMETICS PRIVATE LIMITED,75,1,2,2,2,4,7307267.62,"NAVI MUMBAI, MAHARASHTRA. ","PLOT NO.C/217, T. T. C. INDL. AREA,M.I.D.C., TURBHE,",37.5,94.6
RAINBOW MEDITECH,76,2,13,2,1,53,7302530.36,"CHENNAI,TAMIL NADU ","NO.F-52 FIRST MAIN ROAD,ANNA NAGAR EAST",5.85,54.4
CANDID GLOBAL IMPEX,60,1,6,1,2,34,7296916.31,,N/AN/A,10.0,57.8
KHOJATI HERBAL,20,2,4,3,1,18,7290299.07,MUMBAI MAHARASHTRA ,"176/86,HIRJI KORSHI HOUSE,1ST FLOOROPP.NULL BAZAAR POLICE CHOWKY",5.0,78.0
JUVENCIA LIFESCIENCES,8,1,1,2,4,6,7286000.0,"AHMEDABAD,GUJARAT ","402/A, ARYAN FLAT-2,,NR. SAINT KAB IR SCHOOL",8.0,100.0
BONNEVIE PHARMA PRIVATE LIMITED,12,2,2,2,2,12,7284812.5,MUMBAI ,"B-302, JAMNA DARSHAN, DR.N.R.KURODEMARG, S.V.ROAD,BORIVALI-W,",6.0,80.9
INOSK HEALTHCARE,7,2,3,1,1,3,7281028.46,"AHMEDABAD,GUJARAT ","2, HIRAK AVENUE,NEHRUPARK, VASTRAP UR",2.33,80.2
SEGURA PHARMA PRIVATE LIMITED,14,1,5,1,4,13,7275000.0,"CHEMBERS, ASHRAM ROAD, AHMEDABAD ","2ND FLOOR, BALUBHAI HOUSE, 7 MILL OFFICERS COLONY, B/H LA GAJJAR",2.8,63.0
WELCURE REMEDIES,9,1,2,2,5,5,7269000.0,"KALA AMB,HIMACHAL PRADESH ","VILLAGE MOGINAND, NAHAN ROAD,,",4.5,47.6
MEHTA SURGICARE PRIVATE LIMITED,57,2,9,3,1,44,7255323.47,RAJKOT/GUJARAT ,"AMRUTMANTHAN HOUSE CHHATRALAYA ROAD, SADAR,",6.33,61.3
PHARMTAK OPHTHALMICS (I) PRIVATE LIMITED,360,2,13,4,15,257,7252088.367930944,AGRA U.P. ,"PADAM BUSINESS PARK INS.-1 SECTOR 12-A, AVAS VIKAS",27.69,57.0
KMS MANUFACTURING COMPANY,39,2,9,4,1,34,7246640.97,"MUMBAI, MAHARASHTRA ","PRABHUTA, 4TH FLOOR, 21 N.S. PATKARMARG,",4.33,55.1
"EMPIRE CHEMICALS,",26,2,3,2,7,24,7215981.4399999995,"INDORE, M.P. ","102, PRABHUDEEP APARTMENT 11, INDRAPURI COLONY, A.B. ROAD,",8.67,53.2
HARMONY LIFESCIENCE PRIVATE LIMITED,120,1,4,1,6,68,7211429.268238213,"GOREGAON WEST,MAHARASHTRA ","401E WING SKYPARK CHS LTD OSHIWARA ,GARDEN ROAD NEAR HDFC BANK",30.0,58.8
G. D. IMPEX,11,1,1,1,4,11,7208000.0,NEW DELHI,"SHOP NO - 45, FIRST FLOOR LSC MARKETA -1 BLOCK LAL MARKET PASCHIM VIHAR",11.0,100.0
DHITI LIFE SCIENCES PRIVATE LIMITED,4,2,2,1,1,4,7201343.76,NEW DELHI ,"B-107, OKHLA INDUSTRIAL, PHASE-1,",2.0,58.6
ORGANICWELLNESS PRODUCTS PRIVATE LIMITED,76,2,11,6,4,53,7196686.4,"LUCKNOW,UTTAR PRADESH ","FLAT NO.504,A BLOCK,FORTUNA RIVIER A,BLUE APPARTMENT,NEW HYDERABAD",6.91,53.1
NEURON PHARMA PRIVATE LIMITED,24,2,5,3,8,22,7196273.86,AHMEDABAD ,"215, ADITYA PLAZA, NR. KARNAVATI FLATS JODHPUR CROSS ROAD, SATELLITE",4.8,65.8
SRISAHITH ENTERPRISE (OPC) PRIVATE LIMITED,126,2,15,6,3,114,7174453.53,ARUPPUKOTTAI,"39, RAMANUJA KOODA STREETCHINNAPULIAMPATTI",8.4,55.9
DISHMAN CARBOGEN AMCIS LIMITED,8,2,4,4,1,8,7167772.78,"AHMEDABAD,GUJARAT ","BHADRA-RAJ CHAMBER,,SWASTIK CROSS ROAD, NAVRANGPURA",2.0,71.0
CORAL DRUGS PRIVATE LIMITED,5,2,3,3,3,3,7167588.0,NEW DELHI. ,"805, AKASH DEEP BUILDING 26-A, BARAKHAMBA ROAD",1.67,59.1
HUVEPHARMA SEA (PUNE) PRIVATE LIMITED,3,2,2,1,1,3,7154000.0,KAWDEWADI PUNE/MAH ,"FLAT NO.104 1ST FLOOR GREEN TERRACELANE NO.5, SOUTH KOREGAON PARK",1.5,68.0
ALAK HEALTHCARE PRIVATE LIMITED,200,2,5,4,4,122,7153672.868681232,JETPUR/GUJARAT ,"SURVEY NO.81, PLOT NO.16-17, JUNAGADH ROAD, NEAR LIONS SCHOOL",40.0,46.0
KRISHNA EXPORTS PRIVATE LIMITED,141,2,19,2,3,111,7150614.07,Thasra,"C/O. RADHAKRUSHN BHAGVANI, S. NO. 2747/1, VIMAL ESTATE,BEHIND RAILWAY STATION,",7.42,55.3
SANJAY TRADING CO,167,2,15,1,1,116,7149678.81984794,"KOLKATA,WEST BENGAL ","10 B R B BASU ROAD,",11.13,40.2
KUMAON EXPORTS PRIVATE LIMITED,17,2,10,9,1,15,7139515.6,DELHI ,"C-5, HAZARA PARK, WEST SHIV PURI",1.7,64.2
S.G.ENTERPRISE,7,1,1,1,2,6,7131219.899999999,"NAVI MUMBAI,MAHARASHTRA ","1ST FLR PLT NO2 OFF NO-14 HARI OM, SHOPPING APT ASSC SEC2 NERUL",7.0,100.0
VENKATESHWARA HATCHERIES PVT LTD,27,1,1,2,1,25,7128129.83,"PUNE, MAHARASHTRA ","VENKATESHWARA HOUSE S NO 114/A/2 PUNE SINHAGAD ROAD,",27.0,100.0
MYMED PHARMA DISTRIBUTORS,50,2,11,2,9,46,7125503.19,KANCHEEPURAM,"NO.7CGROUND FLOOR, ULAGALANDHAR SANNATHI STREET",4.55,63.1
MEDLINE HEALTHCARE INDUSTRIES PRIVATE LIMITED,8,1,2,2,1,8,7110000.0,"PUNE,MAHARASHTRA ","OFFICE NO. 101, 1ST FLOOR,,VASCON GARNET BAY PUNE NAGAR ROAD,",4.0,73.9
VAISHALI INDUSTRIES,215,2,7,4,5,154,7096605.03,"ERNAKULAM,KERALA ",XXXIII/605-A DEVELOPMENT PLOT P.O. SOUTH KALAMASSERY,30.71,43.0
KANHA CHEMICALS,4,1,3,2,1,1,7088000.0,RAMPUR,28 KRISHNA VIHARJWALA NAGAR RAMPUR,1.33,69.8
RAMBARG LABORATORIES PRIVATE LIMITED,10,1,3,2,3,10,7080395.22,NEW DELHI,"OFFICE NO-211, 2ND FLOOR, 27 , AGGARWAL CHAMBER IVSAVARKAR BLOCK , SHAKARPUR",3.33,74.3
NUTRICARE LIFE SCIENCES LIMITED,9,2,4,4,1,9,7068685.368361763,SAHARANPUR / U.P. ,"GALI NO,1,JWALA NAGAR, LINK ROAD",2.25,70.1
Bhavishka Enterprises,2,1,1,1,1,1,7066000.0,Dahanu,"SHOP NO:6 GROUND FLOOR4673/6 LAXMI NIWAS, DHOBITALAV, CHINCHANI",2.0,100.0
BHARAT INTERNATIONAL PRIVATE LIMITED,199,2,13,8,2,168,7052712.41,DELHI ,4110 IST FLOOR NAYA BAZAR,15.31,49.5
SPECTRUM MEDTECH PRIVATE LIMITED,6,2,2,1,1,3,7042516.0,"SIDHPUR, GUJARAT ","118, NEW MARKET YARD KAKOSHI RAILWAY CROSSING",3.0,68.0
